tattoo	date	pm	socg	sett	supergroup	weight	toothwear	condition	body_length	temp	neck_diameter	captureyear	sex	age	age_years	statpak	IFNgamma	cult_SUM	cult_OA	cult_TA	cult_FAECES	cult_URINE	cult_OTHER	CaptureDate	VisualLine1	OpticalDensity1	VisualLine2	OpticalDensity2	PM	brock
L056	17/08/1994	No	COLLIERS_WOOD	WOODRUSH	COLLIERS_WOOD	7	0.75	FAIR	NA	37.6	NA	1994	MALE	ADULT	8	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M045	17/08/1994	No	COLLIERS_WOOD	WOODRUSH	COLLIERS_WOOD	6.8	0.25	GOOD	NA	39	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T032	17/08/1994	No	SEPTIC_TANK	LAURELS	SEPTIC_TANK	9.2	0.5	GOOD	NA	38	NA	1994	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T093	17/08/1994	No	YEW	CHERRIES	YEW	4.1	0.25	POOR	NA	38.6	NA	1994	FEMALE	ADULT	2	NA	NA	3	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	1
T106	17/08/1994	No	PEGLARS	PEGLARS	PEGLARS	7.9	0.25	VERY_GOOD	NA	38.5	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V041	17/08/1994	No	SEPTIC_TANK	LAURELS	SEPTIC_TANK	11.2	0.25	GOOD	NA	37.5	NA	1994	MALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z047	17/08/1994	No	BEECH	BEECH	BEECH	3.4	0	POOR	NA	37	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Z056	17/08/1994	No	SEPTIC_TANK	SEPTIC_TANK	SEPTIC_TANK	8.7	0.25	GOOD	NA	38.7	NA	1994	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z087	17/08/1994	No	PEGLARS	PEGLARS	PEGLARS	4.8	0	GOOD	NA	38.7	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z088	17/08/1994	No	COLLIERS_WOOD	WOODRUSH	COLLIERS_WOOD	3.7	0	FAIR	NA	37	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
M014	22/08/1994	Yes	LARCH	LARCH	LARCH	9	NA	NA	NA	NA	NA	1994	MALE	ADULT	1	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
A054	06/09/1994	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	9.9	0.75	GOOD	NA	38.1	NA	1994	MALE	ADULT	5	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C060	06/09/1994	No	CEDAR	CEDAR	CEDAR	7.8	0.5	GOOD	NA	37.8	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C078	06/09/1994	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	7.9	0.5	FAIR	NA	38.3	NA	1994	MALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C080	06/09/1994	No	OLD_OAK	OLD_OAK	OLD_OAK	9.4	0.5	GOOD	NA	38.4	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
E034	06/09/1994	No	OLD_OAK	OLD_OAK	OLD_OAK	7.6	0.75	FAIR	NA	37.9	NA	1994	MALE	ADULT	6	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
E053	06/09/1994	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	7.6	0.75	FAIR	NA	38.3	NA	1994	MALE	ADULT	6	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
L016	06/09/1994	No	NETTLE	DAM	NETTLE	5.5	0.75	FAIR	NA	38.5	NA	1994	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
L032	06/09/1994	No	COLE_PARK	COLE_PARK	COLE_PARK	8.9	0.75	FAIR	NA	38.4	NA	1994	MALE	ADULT	8	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M055	06/09/1994	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	7	0.25	FAIR	NA	37.5	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M056	06/09/1994	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	6.4	0.25	FAIR	NA	38.5	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M058	06/09/1994	No	OLD_OAK	OLD_OAK	OLD_OAK	9.1	0.25	GOOD	NA	38.8	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M059	06/09/1994	No	NETTLE	NETTLE	NETTLE	7	0.25	FAIR	NA	38.4	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M062	06/09/1994	No	CEDAR	TOWER_GULLEY	CEDAR	8	0.25	FAIR	NA	38.1	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M068	06/09/1994	No	COLE_PARK	COLE_PARK	COLE_PARK	9.4	0.25	GOOD	NA	39.4	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M071	06/09/1994	No	CEDAR	BOXWOOD	CEDAR	7.6	0.25	POOR	NA	37.8	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M072	06/09/1994	No	CEDAR	CEDAR	CEDAR	6.6	0.25	FAIR	NA	38.8	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M108	06/09/1994	No	PARK_MILL	PARK_MILL	PARK_MILL	5.6	0.25	FAIR	NA	38.3	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M109	06/09/1994	No	PARK_MILL	PARK_MILL	PARK_MILL	6.1	0.25	FAIR	NA	38.6	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T047	06/09/1994	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	7.5	0.25	POOR	NA	39	NA	1994	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T048	06/09/1994	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	6.7	NA	FAIR	NA	38.6	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T081	06/09/1994	No	CEDAR	CEDAR	CEDAR	8.1	0.5	FAIR	NA	38.3	NA	1994	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V038	06/09/1994	No	CEDAR	TOWER_GULLEY	CEDAR	8.3	0.5	GOOD	NA	39.8	NA	1994	FEMALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z062	06/09/1994	No	OLD_OAK	TOP_OAK	OLD_OAK	4.8	0	FAIR	NA	37.9	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
Z063	06/09/1994	No	OLD_OAK	OLD_OAK	OLD_OAK	3.7	0	FAIR	NA	37.7	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z064	06/09/1994	No	OLD_OAK	TOP_OAK	OLD_OAK	3.9	0	FAIR	NA	38.2	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
Z066	06/09/1994	No	OLD_OAK	TOP_OAK	OLD_OAK	3.1	0.25	POOR	NA	37.5	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z089	06/09/1994	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	4	NA	FAIR	NA	37	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
A037	07/09/1994	No	CEDAR	BOXWOOD	CEDAR	8	0.75	FAIR	NA	38.6	NA	1994	MALE	ADULT	5	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0
A051	07/09/1994	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	7.8	0.75	FAIR	NA	38.5	NA	1994	MALE	ADULT	5	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C083	07/09/1994	No	OLD_OAK	OLD_OAK	OLD_OAK	8.9	0.5	GOOD	NA	38	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K032	07/09/1994	No	PARK_MILL	PARK_MILL	PARK_MILL	6.6	0.75	FAIR	NA	39.3	NA	1994	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K033	07/09/1994	No	PARK_MILL	PARK_MILL	PARK_MILL	6.6	0.75	FAIR	NA	38.8	NA	1994	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
L065	07/09/1994	No	CEDAR	CEDAR	CEDAR	7.1	0.75	FAIR	NA	38.9	NA	1994	FEMALE	ADULT	8	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M061	07/09/1994	No	CEDAR	CEDAR	CEDAR	7.2	0.25	FAIR	NA	39.1	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
M064	07/09/1994	No	PARK_MILL	PARK_MILL	PARK_MILL	7.8	0.25	GOOD	NA	39.1	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M107	07/09/1994	No	NETTLE	NETTLE	NETTLE	6.9	0.25	FAIR	NA	39.1	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
N035	07/09/1994	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	7.6	0.75	FAIR	NA	38.7	NA	1994	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T050	07/09/1994	No	OLD_OAK	TOP_OAK	OLD_OAK	9.7	0.5	GOOD	NA	39.1	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z090	07/09/1994	No	NETTLE	NETTLE	NETTLE	3.1	NA	FAIR	NA	37.7	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
A054	20/09/1994	No	WINDSOR_EDGE	WINDSOR_EDGE	WINDSOR_EDGE	10.5	0.75	GOOD	NA	39.3	NA	1994	MALE	ADULT	5	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C129	20/09/1994	No	LISTERS	WHITINGS_BEECH	NA	10	0.5	VERY_GOOD	NA	39.3	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K046	20/09/1994	No	LISTERS	WHITINGS_BEECH	NA	8.7	0.75	FAIR	NA	38.3	NA	1994	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K051	20/09/1994	No	LISTERS	WHITINGS_BEECH	NA	8.5	0.75	GOOD	NA	38.9	NA	1994	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M073	20/09/1994	No	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	7.2	0.25	NA	NA	38.5	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M077	20/09/1994	No	LISTERS	WHITINGS_BEECH	NA	9	0.25	VERY_GOOD	NA	39.7	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M078	20/09/1994	No	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	8	0.25	GOOD	NA	38.4	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M083	20/09/1994	No	ATCOMBE_CORNER	TWIN_ASH	NA	9	0.25	GOOD	NA	38.5	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M084	20/09/1994	No	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	11.5	0.25	VERY_GOOD	NA	39.3	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T060	20/09/1994	No	BAMBOO	BAMBOO	NA	11.3	0.25	VERY_GOOD	NA	39.2	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T066	20/09/1994	No	ATCOMBE_WEST	ATCOMBE_WEST	NA	8.8	0.25	VERY_GOOD	NA	38.3	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T071	20/09/1994	No	ATCOMBE_CORNER	TWIN_ASH	NA	7.6	0.25	GOOD	NA	38.6	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T072	20/09/1994	No	ATCOMBE_CORNER	TWIN_ASH	NA	9.5	0.5	FAIR	NA	38.5	NA	1994	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T095	20/09/1994	No	LISTERS	WHITINGS_BEECH	NA	10.2	0.5	VERY_GOOD	NA	39.6	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
V058	20/09/1994	No	ATCOMBE_WEST	ATCOMBE_WEST	NA	9.4	0.75	VERY_GOOD	NA	37.5	NA	1994	FEMALE	ADULT	4	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
V064	20/09/1994	No	ATCOMBE_WEST	ATCOMBE_WEST	NA	9.1	0.75	FAIR	NA	38.7	NA	1994	MALE	ADULT	4	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
Z067	20/09/1994	No	BAMBOO	BAMBOO	NA	9.6	0.25	VERY_GOOD	NA	38.8	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z068	20/09/1994	No	BAMBOO	BAMBOO	NA	6.5	0	FAIR	NA	39.7	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
Z071	20/09/1994	No	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	4.5	NA	GOOD	NA	37.4	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z074	20/09/1994	No	INCHBROOK	INCHBROOK	INCHBROOK	6.6	NA	GOOD	NA	39.6	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z075	20/09/1994	No	INCHBROOK	INCHBROOK	INCHBROOK	6.3	0	GOOD	NA	39.8	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z076	20/09/1994	No	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	2.8	NA	POOR	NA	38.1	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
A056	21/09/1994	No	ATCOMBE_WEST	ATCOMBE_WEST	NA	7.5	0.5	GOOD	NA	37.3	NA	1994	FEMALE	ADULT	5	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C127	21/09/1994	No	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	12	0.75	VERY_GOOD	NA	38	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K042	21/09/1994	No	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	10.2	0.75	VERY_GOOD	NA	36.8	NA	1994	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
T073	21/09/1994	No	ATCOMBE_WEST	ATCOMBE_WEST	NA	9.5	0.75	GOOD	NA	37.9	NA	1994	MALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z072	21/09/1994	No	WINDSOR_EDGE	WINDSOR_EDGE	WINDSOR_EDGE	5.5	0	GOOD	NA	38.1	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z073	21/09/1994	No	WINDSOR_EDGE	WINDSOR_EDGE	WINDSOR_EDGE	5.5	0	FAIR	NA	38.7	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T055	23/09/1994	No	PRIORY	PRIORY	NA	13.4	0.25	VERY_GOOD	NA	38.4	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
E027	30/09/1994	Yes	HEDGE	HEDGE	HEDGE	11	NA	NA	NA	NA	NA	1994	MALE	ADULT	6	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
A064	04/10/1994	No	BUNGALOW	BUNGALOW	NA	8.8	1	GOOD	NA	38.4	NA	1994	FEMALE	ADULT	5	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
C010	04/10/1994	No	DARK_WOOD	DARK_WOOD	NA	11.9	0.75	VERY_GOOD	NA	37.3	NA	1994	MALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
E060	04/10/1994	No	DINGLE	DINGLE	NA	7.3	0.75	GOOD	NA	38.6	NA	1994	FEMALE	ADULT	6	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
L043	04/10/1994	No	DARK_WOOD	DARK_WOOD	NA	7	0.75	POOR	NA	38.2	NA	1994	MALE	ADULT	8	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M004	04/10/1994	No	DARK_WOOD	DARK_WOOD	NA	9.1	0.25	GOOD	NA	38.3	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M007	04/10/1994	No	BUNGALOW	BUNGALOW	NA	10.2	0.25	VERY_GOOD	NA	38.5	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M088	04/10/1994	No	DINGLE	DINGLE	NA	9	0.5	GOOD	NA	38.2	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
M089	04/10/1994	No	DINGLE	DINGLE	NA	8.8	0.25	GOOD	NA	38.3	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
M090	04/10/1994	No	DINGLE	DINGLE	NA	7	0.25	GOOD	NA	38.6	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M111	04/10/1994	No	BOUNDARY_COURT	GULLEY	NA	10.2	0.25	GOOD	NA	38.2	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
M112	04/10/1994	No	BOUNDARY_COURT	HAZEL	NA	10	0.25	VERY_GOOD	NA	37.6	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
O034	04/10/1994	No	BUNGALOW	BUNGALOW	NA	11.9	1	VERY_GOOD	NA	37.4	NA	1994	FEMALE	ADULT	12	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V054	04/10/1994	No	BOUNDARY_COURT	BOUNDARY_COURT	NA	12	0.5	VERY_GOOD	NA	NA	NA	1994	FEMALE	ADULT	4	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
Z005	04/10/1994	No	DARK_WOOD	DARK_WOOD	NA	6.2	0	GOOD	NA	38.5	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z006	04/10/1994	No	DARK_WOOD	DARK_WOOD	NA	6.9	0	GOOD	NA	38.4	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z009	04/10/1994	No	DARK_WOOD	DARK_WOOD	NA	5	0	FAIR	NA	37.7	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C006	05/10/1994	No	BUNGALOW	BUNGALOW	NA	13.2	0.5	VERY_GOOD	NA	38.5	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C012	05/10/1994	No	DINGLE	DINGLE	NA	11.4	0.5	GOOD	NA	38.4	NA	1994	MALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T075	05/10/1994	No	DARK_WOOD	DARK_WOOD	NA	10.7	0.25	VERY_GOOD	NA	37.7	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z010	05/10/1994	No	DINGLE	DINGLE	NA	7.1	0	VERY_GOOD	NA	38.9	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z011	05/10/1994	No	DINGLE	DINGLE	NA	4.6	0	FAIR	NA	38.4	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z081	05/10/1994	No	DINGLE	DINGLE	NA	5.1	0	FAIR	NA	38.3	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z091	05/10/1994	No	DINGLE	DINGLE	NA	4.6	0	FAIR	NA	36.7	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C098	10/10/1994	Yes	BAMBOO	BAMBOO	NA	11.5	NA	FAIR	NA	NA	NA	1994	MALE	ADULT	3	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
UN149	11/10/1994	Yes	OUTSIDE	NA	NA	NA	NA	GOOD	NA	NA	NA	1994	FEMALE	CUB	0	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
C017	18/10/1994	No	HOLLYWOOD	HOLLYWOOD	HOLLYWOOD	8.7	0.25	GOOD	NA	37.2	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C023	18/10/1994	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	11.4	0.5	GOOD	NA	38	NA	1994	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C051	18/10/1994	No	HOLLYWOOD	HOLLYWOOD	HOLLYWOOD	10	0.5	GOOD	NA	37.5	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C072	18/10/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	11	0.5	GOOD	NA	37.6	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C133	18/10/1994	No	HOLLYWOOD	HOLLYWOOD	HOLLYWOOD	9.4	0.25	VERY_GOOD	NA	37.5	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
E083	18/10/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	11.6	0.5	GOOD	NA	37.6	NA	1994	MALE	ADULT	6	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
F013	18/10/1994	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	10.3	NA	GOOD	NA	37.2	NA	1994	FEMALE	ADULT	9	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
G073	18/10/1994	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	13.3	0.75	VERY_GOOD	NA	37.1	NA	1994	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K077	18/10/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	8.7	0.75	FAIR	NA	38.3	NA	1994	FEMALE	ADULT	7	NA	NA	2	1	NA	1	0	NA	NA	NA	NA	NA	NA	NA	1
M009	18/10/1994	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	9.9	0.25	GOOD	NA	37.5	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M024	18/10/1994	No	LARCH	BOX	LARCH	7.6	0.25	GOOD	NA	38	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
M027	18/10/1994	No	HEDGE	HEDGE	HEDGE	11.2	0.25	VERY_GOOD	NA	38.4	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M029	18/10/1994	No	HOLLYWOOD	HOLLYWOOD	HOLLYWOOD	9.4	0.25	GOOD	NA	38.1	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M031	18/10/1994	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	11.9	0.25	GOOD	NA	37.9	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M034	18/10/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	10.8	0.25	GOOD	NA	37.7	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
M094	18/10/1994	No	LARCH	BOX	LARCH	9.3	0.25	GOOD	NA	38.1	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M097	18/10/1994	No	ARTHURS	ARTHURS	ARTHURS	12.1	0.25	VERY_GOOD	NA	38.6	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
