tattoo	date	pm	socg	sett	supergroup	weight	toothwear	condition	body_length	temp	neck_diameter	captureyear	sex	age	age_years	statpak	IFNgamma	cult_SUM	cult_OA	cult_TA	cult_FAECES	cult_URINE	cult_OTHER	CaptureDate	VisualLine1	OpticalDensity1	VisualLine2	OpticalDensity2	PM	brock
F077	26/07/1994	No	DINGLE	DINGLE	NA	7.9	0.75	GOOD	NA	38.3	NA	1994	FEMALE	ADULT	9	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M003	26/07/1994	No	DINGLE	DINGLE	NA	7.3	0.25	GOOD	NA	38.4	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M004	26/07/1994	No	DARK_WOOD	DARK_WOOD	NA	7	0.25	GOOD	NA	37.8	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M007	26/07/1994	No	BUNGALOW	BUNGALOW	NA	6.7	0.25	FAIR	NA	38.4	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M088	26/07/1994	No	DINGLE	DINGLE	NA	5.9	0.5	FAIR	NA	38.1	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M089	26/07/1994	No	DINGLE	DINGLE	NA	6.3	0.25	GOOD	NA	38.7	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T001	26/07/1994	No	BOUNDARY_COURT	GULLEY	NA	9.7	0.5	GOOD	NA	38	NA	1994	MALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T008	26/07/1994	No	BOUNDARY_COURT	BOUNDARY_COURT	NA	8.5	0.5	GOOD	NA	38.6	NA	1994	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T013	26/07/1994	No	BUNGALOW	BUNGALOW	NA	8.7	0.75	GOOD	NA	38.1	NA	1994	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T076	26/07/1994	No	BUNGALOW	BUNGALOW	NA	7.7	0.25	GOOD	NA	38.9	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V054	26/07/1994	No	BOUNDARY_COURT	BOUNDARY_COURT	NA	9.3	0.5	GOOD	NA	37.9	NA	1994	FEMALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V074	26/07/1994	No	BUNGALOW	STREAM	NA	8.1	0.5	GOOD	NA	38.1	NA	1994	MALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z005	26/07/1994	No	DARK_WOOD	DARK_WOOD	NA	4	0	GOOD	NA	38.2	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z006	26/07/1994	No	DARK_WOOD	DARK_WOOD	NA	4.9	0	GOOD	NA	38.3	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
Z009	26/07/1994	No	DARK_WOOD	DARK_WOOD	NA	3.5	0	GOOD	NA	37.2	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z010	26/07/1994	No	DINGLE	DINGLE	NA	3.6	0	GOOD	NA	38.1	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
Z081	26/07/1994	No	DINGLE	DINGLE	NA	3.3	0	NA	NA	37.8	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
E045	27/07/1994	Yes	NA	NA	NA	NA	0	NA	NA	NA	NA	1994	FEMALE	ADULT	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M087	27/07/1994	No	BUNGALOW	BUNGALOW	NA	7.4	0.25	GOOD	NA	38.7	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
M090	27/07/1994	No	DINGLE	DINGLE	NA	6.1	0.25	GOOD	NA	38.7	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M091	27/07/1994	No	DINGLE	DINGLE	NA	5.6	0.75	NA	NA	38	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M111	27/07/1994	No	BOUNDARY_COURT	BOUNDARY_COURT	NA	7.6	0.25	GOOD	NA	38.4	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T098	27/07/1994	No	DARK_WOOD	DARK_WOOD	NA	9.3	0.5	GOOD	NA	38.6	NA	1994	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z011	27/07/1994	No	DINGLE	DINGLE	NA	3.6	0	GOOD	NA	38	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z082	27/07/1994	No	BOUNDARY_COURT	GULLEY	NA	3.9	0	GOOD	NA	38.4	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z083	27/07/1994	No	BUNGALOW	BUNGALOW	NA	11.9	0.25	VERY_GOOD	NA	38.9	NA	1994	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z039	28/07/1994	Yes	YEW	YEW	YEW	NA	NA	POOR	NA	NA	NA	1994	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A074	02/08/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	8.7	0.5	GOOD	NA	38.3	NA	1994	FEMALE	ADULT	5	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1
C005	02/08/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	8.6	0.5	FAIR	NA	37.9	NA	1994	MALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C014	02/08/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	9.4	0.5	GOOD	NA	38.3	NA	1994	MALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C017	02/08/1994	No	HOLLYWOOD	HOLLYWOOD	HOLLYWOOD	6.2	0.5	FAIR	NA	37.6	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C024	02/08/1994	No	ARTHURS	MEAD	ARTHURS	8.5	0.25	FAIR	NA	38.3	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C045	02/08/1994	No	WEST	BENCH	WEST	8.5	0.5	FAIR	NA	38.4	NA	1994	MALE	ADULT	3	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
C046	02/08/1994	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	11.2	0.5	GOOD	NA	38.1	NA	1994	MALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C051	02/08/1994	No	HOLLYWOOD	HOLLYWOOD	HOLLYWOOD	7.3	0.5	GOOD	NA	37.8	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
E020	02/08/1994	No	LARCH	BOX	LARCH	7	0.5	POOR	NA	37.2	NA	1994	MALE	ADULT	6	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1
L010	02/08/1994	No	WEST	BENCH	WEST	10.5	0.75	GOOD	NA	38.5	NA	1994	FEMALE	ADULT	8	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M011	02/08/1994	No	LARCH	LARCH	LARCH	6.5	0.25	FAIR	NA	38.4	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M012	02/08/1994	No	LARCH	LARCH	LARCH	5.6	0.25	FAIR	NA	38.2	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M014	02/08/1994	No	LARCH	LARCH	LARCH	8	0.25	GOOD	NA	38.2	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M021	02/08/1994	No	ARTHURS	ARTHURS	ARTHURS	8.5	0.25	FAIR	NA	38.4	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M023	02/08/1994	No	HEDGE	HEDGE	HEDGE	10.7	0.25	FAIR	NA	38.3	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M024	02/08/1994	No	LARCH	LARCH	LARCH	5.7	0.25	POOR	NA	38.6	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M026	02/08/1994	No	ARTHURS	ARTHURS	ARTHURS	7.8	0.25	POOR	NA	38	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M030	02/08/1994	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	7.6	0.25	GOOD	NA	38.8	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M034	02/08/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	7.5	0.25	FAIR	NA	37.7	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M092	02/08/1994	No	HEDGE	HEDGE	HEDGE	6.7	0.25	GOOD	NA	38.1	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M094	02/08/1994	No	LARCH	LARCH	LARCH	6.5	0.25	FAIR	NA	38.2	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M099	02/08/1994	No	ARTHURS	ARTHURS	ARTHURS	7.6	0.25	FAIR	NA	36.8	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
N004	02/08/1994	No	HOLLYWOOD	HOLLYWOOD	HOLLYWOOD	5.4	1	POOR	NA	36.3	NA	1994	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T017	02/08/1994	No	ARTHURS	ARTHURS	ARTHURS	11.6	0.25	VERY_GOOD	NA	37.8	NA	1994	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T080	02/08/1994	No	ARTHURS	ARTHURS	ARTHURS	8.6	0.25	POOR	NA	37	NA	1994	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T082	02/08/1994	No	LARCH	BOX	LARCH	7.7	0.25	GOOD	NA	38.2	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T083	02/08/1994	No	LARCH	LARCH	LARCH	7.4	0.25	GOOD	NA	38.7	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T102	02/08/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	8.4	0.5	GOOD	NA	38.7	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V019	02/08/1994	No	WEST	WEST	WEST	7.3	0.75	POOR	NA	37.1	NA	1994	MALE	ADULT	4	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
V021	02/08/1994	No	WEST	SCARHILL	WEST	7.1	0.5	FAIR	NA	37.9	NA	1994	FEMALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V081	02/08/1994	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	8.9	0.5	FAIR	NA	37.6	NA	1994	MALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V098	02/08/1994	No	WEST	CAR_PARK	WEST	7.3	0.5	FAIR	NA	37.7	NA	1994	MALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z015	02/08/1994	No	WEST	WEST	WEST	4.9	0	GOOD	NA	38	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z019	02/08/1994	No	WEST	WEST	WEST	3.5	0	FAIR	NA	38.4	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z020	02/08/1994	No	LARCH	BOX	LARCH	3.3	0	FAIR	NA	39	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z023	02/08/1994	No	LARCH	BOX	LARCH	3.5	0	FAIR	NA	38	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
Z026	02/08/1994	No	WEST	WEST	WEST	4.1	0	FAIR	NA	38.5	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z027	02/08/1994	No	WEST	WEST	WEST	4.2	0	FAIR	NA	38.9	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z036	02/08/1994	No	WEST	WEST	WEST	3.2	0	FAIR	NA	38.7	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z084	02/08/1994	No	HEDGE	HEDGE	HEDGE	2.5	0	POOR	NA	37.6	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
A014	03/08/1994	No	WEST	SCARHILL	WEST	7.3	0.75	FAIR	NA	38.1	NA	1994	FEMALE	ADULT	5	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C025	03/08/1994	No	WEST	WEST	WEST	7.5	0.5	FAIR	NA	39.6	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C047	03/08/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	8.5	0.5	GOOD	NA	38.8	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C049	03/08/1994	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	9.2	0.5	FAIR	NA	39.1	NA	1994	MALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C072	03/08/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	7.3	0.5	POOR	NA	39.9	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
E073	03/08/1994	No	WEST	BENCH	WEST	8	0.5	GOOD	NA	38.6	NA	1994	FEMALE	ADULT	6	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K002	03/08/1994	No	JUNCTION	THISTLE_WOOD_BANK	JUNCTION	6.6	0.75	POOR	NA	38.3	NA	1994	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M009	03/08/1994	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	8.6	0.25	FAIR	NA	39.9	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M010	03/08/1994	No	ARTHURS	ARTHURS	ARTHURS	8.4	0.25	FAIR	NA	39.9	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M029	03/08/1994	No	HOLLYWOOD	HOLLYWOOD	HOLLYWOOD	6.6	0.25	POOR	NA	39.2	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
M031	03/08/1994	No	FIELD_FARM	FIELD_FARM	FIELD_FARM	8.5	0.25	FAIR	NA	39.6	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
O035	03/08/1994	No	HEDGE	HEDGE	HEDGE	6.8	1	POOR	NA	38.1	NA	1994	FEMALE	ADULT	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
T077	03/08/1994	No	ARTHURS	ARTHURS	ARTHURS	7.2	0.25	POOR	NA	38.4	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T087	03/08/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	7.9	0.5	FAIR	NA	38.7	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z014	03/08/1994	No	WEST	WEST	WEST	3.6	0	FAIR	NA	38.1	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z016	03/08/1994	No	WEST	WEST	WEST	4	0	FAIR	NA	39.5	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
Z021	03/08/1994	No	ARTHURS	ARTHURS	ARTHURS	4.8	0	FAIR	NA	38.7	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
Z032	03/08/1994	No	JACKS_MIREY	JACKS	JACKS_MIREY	4.1	0	FAIR	NA	39.9	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1
Z034	03/08/1994	No	HEDGE	HEDGE	HEDGE	3.2	0	FAIR	NA	39.9	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z085	03/08/1994	No	HEDGE	HEDGE	HEDGE	3.5	0	FAIR	NA	39.6	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V095	06/08/1994	Yes	NA	NA	NA	NA	0	NA	NA	NA	NA	1994	MALE	ADULT	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A042	16/08/1994	No	TOP_SETT	TOP_SETT	TOP_SETT	7.2	0.5	FAIR	NA	37.3	NA	1994	MALE	ADULT	5	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C053	16/08/1994	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	5.3	0.75	POOR	NA	38	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C064	16/08/1994	No	SEPTIC_TANK	LAURELS	SEPTIC_TANK	12	0.25	VERY_GOOD	NA	38.2	NA	1994	MALE	ADULT	3	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
C065	16/08/1994	No	SEPTIC_TANK	OLD_POND_DRAIN	SEPTIC_TANK	10.5	0.5	VERY_GOOD	NA	38.4	NA	1994	MALE	ADULT	3	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
C066	16/08/1994	No	YEW	YEW	YEW	5.5	0.5	FAIR	NA	39.3	NA	1994	FEMALE	ADULT	3	NA	NA	2	1	NA	1	0	NA	NA	NA	NA	NA	NA	NA	1
C138	16/08/1994	No	PEGLARS	PEGLARS	PEGLARS	9.1	0.5	GOOD	NA	38.3	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
E030	16/08/1994	No	PEGLARS	PEGLARS	PEGLARS	8.6	0.5	GOOD	NA	38.8	NA	1994	MALE	ADULT	6	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
E032	16/08/1994	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	5.3	0.75	POOR	NA	39	NA	1994	FEMALE	ADULT	6	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K005	16/08/1994	No	YEW	CHERRIES	YEW	8.8	0.75	FAIR	NA	37.9	NA	1994	MALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K007	16/08/1994	No	PEGLARS	PEGLARS	PEGLARS	8.2	0.5	GOOD	NA	37.7	NA	1994	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
K017	16/08/1994	No	YEW	YEW	YEW	5	0.75	POOR	NA	36.6	NA	1994	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K062	16/08/1994	No	TOP_SETT	TOP_SETT	TOP_SETT	6.5	0.5	FAIR	NA	37.8	NA	1994	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K073	16/08/1994	No	YEW	TAXUS	YEW	5.6	0.5	POOR	NA	38.4	NA	1994	FEMALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M035	16/08/1994	No	TOP_SETT	TOP_SETT	TOP_SETT	6.9	0.25	GOOD	NA	38.3	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M036	16/08/1994	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	5	0.25	POOR	NA	37.9	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M043	16/08/1994	No	YEW	YEW	YEW	6.2	0.25	POOR	NA	38.5	NA	1994	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
M048	16/08/1994	No	PEGLARS	PEGLARS	PEGLARS	9.5	0.25	GOOD	NA	38.5	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M050	16/08/1994	No	PEGLARS	PEGLARS	PEGLARS	8.8	0.25	GOOD	NA	38.7	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M052	16/08/1994	No	YEW	CHERRIES	YEW	7	0.25	FAIR	NA	38.4	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
M105	16/08/1994	No	COLLIERS_WOOD	WOODRUSH	COLLIERS_WOOD	5.6	0.25	POOR	NA	37.7	NA	1994	MALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
P028	16/08/1994	No	COLLIERS_WOOD	WOODRUSH	COLLIERS_WOOD	6.5	0.75	POOR	NA	37.7	NA	1994	MALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T030	16/08/1994	No	TOP_SETT	TOP_SETT	TOP_SETT	6.3	0.25	FAIR	NA	38.2	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T031	16/08/1994	No	BEECH	CHESTNUT	BEECH	6.7	0.25	POOR	NA	38.4	NA	1994	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
T033	16/08/1994	No	SEPTIC_TANK	LAURELS	SEPTIC_TANK	10.1	0.25	GOOD	NA	37.8	NA	1994	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V038	16/08/1994	No	SEPTIC_TANK	LAURELS	SEPTIC_TANK	7.6	0.25	FAIR	NA	38.3	NA	1994	FEMALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
V040	16/08/1994	No	KENNEL	KENNEL	KENNEL	9	0.25	GOOD	NA	37.5	NA	1994	MALE	ADULT	4	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z044	16/08/1994	No	TOP_SETT	TOP_SETT	TOP_SETT	2.5	0	POOR	NA	37.9	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z045	16/08/1994	No	TOP_SETT	TOP_SETT	TOP_SETT	3	0	POOR	NA	36.8	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z048	16/08/1994	No	BEECH	BEECH	BEECH	3.8	0	GOOD	NA	39.5	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z053	16/08/1994	No	COLLIERS_WOOD	WOODRUSH	COLLIERS_WOOD	3	0	FAIR	NA	37.9	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z057	16/08/1994	No	PEGLARS	PEGLARS	PEGLARS	5.6	0	GOOD	NA	39.1	NA	1994	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Z086	16/08/1994	No	BEECH	BEECH	BEECH	3.3	0	FAIR	NA	37.5	NA	1994	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C062	17/08/1994	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	6.5	0.5	GOOD	NA	38.3	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
C069	17/08/1994	No	TOP_SETT	TOP_SETT	TOP_SETT	7.9	0.5	GOOD	NA	38.8	NA	1994	FEMALE	ADULT	3	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
E087	17/08/1994	No	YEW	YEW	YEW	7.1	0.5	FAIR	NA	38.5	NA	1994	FEMALE	ADULT	6	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
F056	17/08/1994	No	WYCH_ELM	WYCH_ELM	WYCH_ELM	5.2	0.75	GOOD	NA	38.4	NA	1994	FEMALE	ADULT	9	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K004	17/08/1994	No	YEW	YEW	YEW	8.4	0.75	GOOD	NA	38	NA	1994	MALE	ADULT	7	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
L053	17/08/1994	No	PEGLARS	PEGLARS	PEGLARS	8.1	0.5	FAIR	NA	37.9	NA	1994	FEMALE	ADULT	8	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
